"","postCode","town","district","county","shortPostCode","population2019","population2020","population2021","population2022"
"144","PR26 7SL","LEYLAND","SOUTH RIBBLE","LANCASHIRE","PR26",15675.4884902537,15763.4680143749,15851.9413283177,15940.911203504
"145","LE12 8XH","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE","LE12",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"146","LE14 3NQ","MELTON MOWBRAY","MELTON","LEICESTERSHIRE","LE14",17418.2150461691,17515.9757170251,17614.285074916,17713.1461993773
"147","LE12 8SS","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE","LE12",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"148","LE12 9NX","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE","LE12",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"149","LE14 4QG","MELTON MOWBRAY","MELTON","LEICESTERSHIRE","LE14",17418.2150461691,17515.9757170251,17614.285074916,17713.1461993773
"150","NG13 0EG","NOTTINGHAM","MELTON","LEICESTERSHIRE","NG13",21504.0188526806,21624.7113176413,21746.0811755674,21868.1322283634
"151","LE17 5EG","LUTTERWORTH","HARBOROUGH","LEICESTERSHIRE","LE17",20763.8880130073,20880.4264537345,20997.618972742,21115.4692410797
"152","LE67 8QJ","COALVILLE","NORTH WEST LEICESTERSHIRE","LEICESTERSHIRE","LE67",59234.6018751542,59567.0592711534,59901.3826022083,60237.5823409802
"153","LE12 9WJ","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE","LE12",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"154","LE12 9WJ","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE","LE12",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"155","LE12 8XH","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE","LE12",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"156","LE12 8XH","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE","LE12",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"157","LE17 5QE","LUTTERWORTH","HARBOROUGH","LEICESTERSHIRE","LE17",20763.8880130073,20880.4264537345,20997.618972742,21115.4692410797
"158","LE12 8DT","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE","LE12",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"159","LE17 6HY","LUTTERWORTH","HARBOROUGH","LEICESTERSHIRE","LE17",20763.8880130073,20880.4264537345,20997.618972742,21115.4692410797
"160","LE17 5EN","LUTTERWORTH","HARBOROUGH","LEICESTERSHIRE","LE17",20763.8880130073,20880.4264537345,20997.618972742,21115.4692410797
"161","LE17 6EF","LUTTERWORTH","HARBOROUGH","LEICESTERSHIRE","LE17",20763.8880130073,20880.4264537345,20997.618972742,21115.4692410797
"162","LE12 7AL","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE","LE12",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"163","CV13 0DJ","NUNEATON","HINCKLEY AND BOSWORTH","LEICESTERSHIRE","CV13",10774.1329025262,10834.6033042092,10895.4130992812,10956.564192606
"164","LE12 8XH","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE","LE12",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"165","LE12 8XH","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE","LE12",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"166","LE12 8XH","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE","LE12",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"167","LE12 8XH","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE","LE12",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"168","LE14 2UN","MELTON MOWBRAY","MELTON","LEICESTERSHIRE","LE14",17418.2150461691,17515.9757170251,17614.285074916,17713.1461993773
"169","LE67 8FZ","COALVILLE","NORTH WEST LEICESTERSHIRE","LEICESTERSHIRE","LE67",59234.6018751542,59567.0592711534,59901.3826022083,60237.5823409802
"170","LE12 8XH","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE","LE12",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"171","LE12 8XH","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE","LE12",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"172","LE12 8XH","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE","LE12",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"173","LE17 5BU","LUTTERWORTH","HARBOROUGH","LEICESTERSHIRE","LE17",20763.8880130073,20880.4264537345,20997.618972742,21115.4692410797
"174","PR26 9AY","LEYLAND","CHORLEY","LANCASHIRE","PR26",15675.4884902537,15763.4680143749,15851.9413283177,15940.911203504
"175","DE72 2HP","DERBY","NORTH WEST LEICESTERSHIRE","LEICESTERSHIRE","DE72",20338.513902706,20452.6649083097,20567.4565925856,20682.8925513772
"176","NG13 0EP","NOTTINGHAM","MELTON","LEICESTERSHIRE","NG13",21504.0188526806,21624.7113176413,21746.0811755674,21868.1322283634
"177","DE12 7HR","SWADLINCOTE","NORTH WEST LEICESTERSHIRE","LEICESTERSHIRE","DE12",20576.8440779812,20692.3327245406,20808.4695573541,20925.258214402
"178","LE17 6DY","LUTTERWORTH","HARBOROUGH","LEICESTERSHIRE","LE17",20763.8880130073,20880.4264537345,20997.618972742,21115.4692410797
"179","LE19 2AA","LEICESTER","BLABY","LEICESTERSHIRE","LE19",14844.8525207291,14928.1700556968,15011.9552148207,15096.2106226665
"180","LE19 4PB","LEICESTER","BLABY","LEICESTERSHIRE","LE19",14844.8525207291,14928.1700556968,15011.9552148207,15096.2106226665
"181","LE67 2TB","COALVILLE","NORTH WEST LEICESTERSHIRE","LEICESTERSHIRE","LE67",59234.6018751542,59567.0592711534,59901.3826022083,60237.5823409802
"182","BB12 9JU","BURNLEY","PENDLE","LANCASHIRE","BB12",34807.267328275,35002.6249924017,35199.0791119489,35396.6358408316
"183","LE67 8UH","COALVILLE","NORTH WEST LEICESTERSHIRE","LEICESTERSHIRE","LE67",59234.6018751542,59567.0592711534,59901.3826022083,60237.5823409802
"184","PR26 9AY","LEYLAND","CHORLEY","LANCASHIRE","PR26",15675.4884902537,15763.4680143749,15851.9413283177,15940.911203504
"185","DE12 7HR","SWADLINCOTE","NORTH WEST LEICESTERSHIRE","LEICESTERSHIRE","DE12",20576.8440779812,20692.3327245406,20808.4695573541,20925.258214402
"186","LE14 3NQ","MELTON MOWBRAY","MELTON","LEICESTERSHIRE","LE14",17418.2150461691,17515.9757170251,17614.285074916,17713.1461993773
"187","LE14 3NQ","MELTON MOWBRAY","MELTON","LEICESTERSHIRE","LE14",17418.2150461691,17515.9757170251,17614.285074916,17713.1461993773
"188","LE12 8ST","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE","LE12",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"189","LE12 7AA","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE","LE12",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"190","LE10 2AJ","HINCKLEY","HINCKLEY AND BOSWORTH","LEICESTERSHIRE","LE10",47740.4503840328,48008.3962352087,48277.8459469177,48548.807959658
"191","LE17 6QT","LUTTERWORTH","HARBOROUGH","LEICESTERSHIRE","LE17",20763.8880130073,20880.4264537345,20997.618972742,21115.4692410797
"192","LE17 5JN","LUTTERWORTH","HARBOROUGH","LEICESTERSHIRE","LE17",20763.8880130073,20880.4264537345,20997.618972742,21115.4692410797
"193","LE19 2AA","LEICESTER","BLABY","LEICESTERSHIRE","LE19",14844.8525207291,14928.1700556968,15011.9552148207,15096.2106226665
"194","LE12 8GL","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE","LE12",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"195","LE12 9NX","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE","LE12",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"196","CV13 0LG","NUNEATON","HINCKLEY AND BOSWORTH","LEICESTERSHIRE","CV13",10774.1329025262,10834.6033042092,10895.4130992812,10956.564192606
"197","LE17 6PW","LUTTERWORTH","HARBOROUGH","LEICESTERSHIRE","LE17",20763.8880130073,20880.4264537345,20997.618972742,21115.4692410797
"198","BB10 3QS","BURNLEY","BURNLEY","LANCASHIRE","BB10",37642.08911773,37853.357371958,38065.8113806509,38279.4577989198
"199","BB11 5QF","BURNLEY","BURNLEY","LANCASHIRE","BB11",22345.7165602981,22471.1330990136,22597.2535448131,22724.081848413
"200","LE14 2AG","MELTON MOWBRAY","MELTON","LEICESTERSHIRE","LE14",17418.2150461691,17515.9757170251,17614.285074916,17713.1461993773
"201","CV13 0DW","NUNEATON","HINCKLEY AND BOSWORTH","LEICESTERSHIRE","CV13",10774.1329025262,10834.6033042092,10895.4130992812,10956.564192606
"202","BB18 6PQ","BARNOLDSWICK","PENDLE","LANCASHIRE","BB18",17275.4180635148,17372.3772786083,17469.880682523,17567.9313295481
"203","DE12 7LH","SWADLINCOTE","NORTH WEST LEICESTERSHIRE","LEICESTERSHIRE","DE12",20576.8440779812,20692.3327245406,20808.4695573541,20925.258214402
"204","BB18 6WA","BARNOLDSWICK","PENDLE","LANCASHIRE","BB18",17275.4180635148,17372.3772786083,17469.880682523,17567.9313295481
"205","LE12 9TP","LOUGHBOROUGH","NORTH WEST LEICESTERSHIRE","LEICESTERSHIRE","LE12",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"206","LE10 2AW","HINCKLEY","HINCKLEY AND BOSWORTH","LEICESTERSHIRE","LE10",47740.4503840328,48008.3962352087,48277.8459469177,48548.807959658
"207","LE17 5QE","LUTTERWORTH","HARBOROUGH","LEICESTERSHIRE","LE17",20763.8880130073,20880.4264537345,20997.618972742,21115.4692410797
"208","DE12 7QQ","SWADLINCOTE","NORTH WEST LEICESTERSHIRE","LEICESTERSHIRE","DE12",20576.8440779812,20692.3327245406,20808.4695573541,20925.258214402
"209","BB18 6TW","BARNOLDSWICK","PENDLE","LANCASHIRE","BB18",17275.4180635148,17372.3772786083,17469.880682523,17567.9313295481
"210","BB18 6TW","BARNOLDSWICK","PENDLE","LANCASHIRE","BB18",17275.4180635148,17372.3772786083,17469.880682523,17567.9313295481
"211","LE14 4NN","MELTON MOWBRAY","MELTON","LEICESTERSHIRE","LE14",17418.2150461691,17515.9757170251,17614.285074916,17713.1461993773
"212","DE74 2BD","DERBY","NORTH WEST LEICESTERSHIRE","LEICESTERSHIRE","DE74",11555.4938569095,11620.3496890674,11685.5695280792,11751.1554169531
"213","DE74 2QF","DERBY","NORTH WEST LEICESTERSHIRE","LEICESTERSHIRE","DE74",11555.4938569095,11620.3496890674,11685.5695280792,11751.1554169531
"214","OL12 8BF","ROCHDALE","ROSSENDALE","LANCASHIRE","OL12",45923.3084991285,46181.0555435244,46440.2492071005,46700.897609085
"215","OL12 8BF","ROCHDALE","ROSSENDALE","LANCASHIRE","OL12",45923.3084991285,46181.0555435244,46440.2492071005,46700.897609085
"216","LE16 8UJ","MARKET HARBOROUGH","HARBOROUGH","LEICESTERSHIRE","LE16",35171.2990727882,35368.6998847037,35567.2086193168,35766.8314949033
"217","LE12 8NS","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE","LE12",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"218","LE12 8ES","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE","LE12",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"219","BB18 6WA","BARNOLDSWICK","PENDLE","LANCASHIRE","BB18",17275.4180635148,17372.3772786083,17469.880682523,17567.9313295481
"220","LE17 5RG","LUTTERWORTH","HARBOROUGH","LEICESTERSHIRE","LE17",20763.8880130073,20880.4264537345,20997.618972742,21115.4692410797
"221","CV13 6EX","NUNEATON","HINCKLEY AND BOSWORTH","LEICESTERSHIRE","CV13",10774.1329025262,10834.6033042092,10895.4130992812,10956.564192606
"222","LE17 6DF","LUTTERWORTH","HARBOROUGH","LEICESTERSHIRE","LE17",20763.8880130073,20880.4264537345,20997.618972742,21115.4692410797
"223","LE14 4QB","MELTON MOWBRAY","MELTON","LEICESTERSHIRE","LE14",17418.2150461691,17515.9757170251,17614.285074916,17713.1461993773
"224","DE74 2SA","DERBY","NORTH WEST LEICESTERSHIRE","LEICESTERSHIRE","DE74",11555.4938569095,11620.3496890674,11685.5695280792,11751.1554169531
"225","LE12 9BU","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE","LE12",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"226","OL12 8PS","ROCHDALE","ROSSENDALE","LANCASHIRE","OL12",45923.3084991285,46181.0555435244,46440.2492071005,46700.897609085
"227","LE17 5DF","LUTTERWORTH","HARBOROUGH","LEICESTERSHIRE","LE17",20763.8880130073,20880.4264537345,20997.618972742,21115.4692410797
"228","LE12 9WQ","LOUGHBOROUGH","NORTH WEST LEICESTERSHIRE","LEICESTERSHIRE","LE12",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"229","BB12 7FS","BURNLEY","RIBBLE VALLEY","LANCASHIRE","BB12",34807.267328275,35002.6249924017,35199.0791119489,35396.6358408316
"230","LE67 1UE","COALVILLE","NORTH WEST LEICESTERSHIRE","LEICESTERSHIRE","LE67",59234.6018751542,59567.0592711534,59901.3826022083,60237.5823409802
"231","BB12 7FS","BURNLEY","RIBBLE VALLEY","LANCASHIRE","BB12",34807.267328275,35002.6249924017,35199.0791119489,35396.6358408316
"232","BB12 7FS","BURNLEY","RIBBLE VALLEY","LANCASHIRE","BB12",34807.267328275,35002.6249924017,35199.0791119489,35396.6358408316
"233","BB12 7FS","BURNLEY","RIBBLE VALLEY","LANCASHIRE","BB12",34807.267328275,35002.6249924017,35199.0791119489,35396.6358408316
"234","BB12 7FS","BURNLEY","RIBBLE VALLEY","LANCASHIRE","BB12",34807.267328275,35002.6249924017,35199.0791119489,35396.6358408316
"235","BB12 7FS","BURNLEY","RIBBLE VALLEY","LANCASHIRE","BB12",34807.267328275,35002.6249924017,35199.0791119489,35396.6358408316
"236","BB12 7FS","BURNLEY","RIBBLE VALLEY","LANCASHIRE","BB12",34807.267328275,35002.6249924017,35199.0791119489,35396.6358408316
"237","BB18 6TW","BARNOLDSWICK","PENDLE","LANCASHIRE","BB18",17275.4180635148,17372.3772786083,17469.880682523,17567.9313295481
"238","BB18 6TW","BARNOLDSWICK","PENDLE","LANCASHIRE","BB18",17275.4180635148,17372.3772786083,17469.880682523,17567.9313295481
"239","LE12 5BP","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE","LE12",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"240","CV13 0DR","NUNEATON","HINCKLEY AND BOSWORTH","LEICESTERSHIRE","CV13",10774.1329025262,10834.6033042092,10895.4130992812,10956.564192606
"241","DE12 7EU","SWADLINCOTE","NORTH WEST LEICESTERSHIRE","LEICESTERSHIRE","DE12",20576.8440779812,20692.3327245406,20808.4695573541,20925.258214402
"242","LE12 7DL","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE","LE12",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"243","LE12 7DL","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE","LE12",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"244","LE67 8FZ","COALVILLE","NORTH WEST LEICESTERSHIRE","LEICESTERSHIRE","LE67",59234.6018751542,59567.0592711534,59901.3826022083,60237.5823409802
"245","LE16 8UT","MARKET HARBOROUGH","HARBOROUGH","LEICESTERSHIRE","LE16",35171.2990727882,35368.6998847037,35567.2086193168,35766.8314949033
"246","LE16 8DF","MARKET HARBOROUGH","HARBOROUGH","LEICESTERSHIRE","LE16",35171.2990727882,35368.6998847037,35567.2086193168,35766.8314949033
"247","LE16 8DF","MARKET HARBOROUGH","HARBOROUGH","LEICESTERSHIRE","LE16",35171.2990727882,35368.6998847037,35567.2086193168,35766.8314949033
"248","LE16 8DF","MARKET HARBOROUGH","HARBOROUGH","LEICESTERSHIRE","LE16",35171.2990727882,35368.6998847037,35567.2086193168,35766.8314949033
"249","BB18 6SF","BARNOLDSWICK","PENDLE","LANCASHIRE","BB18",17275.4180635148,17372.3772786083,17469.880682523,17567.9313295481
"250","LE12 9NX","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE","LE12",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"251","LE12 9GR","LOUGHBOROUGH","NORTH WEST LEICESTERSHIRE","LEICESTERSHIRE","LE12",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"252","LE12 9GR","LOUGHBOROUGH","NORTH WEST LEICESTERSHIRE","LEICESTERSHIRE","LE12",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"253","CV13 0DJ","NUNEATON","HINCKLEY AND BOSWORTH","LEICESTERSHIRE","CV13",10774.1329025262,10834.6033042092,10895.4130992812,10956.564192606
"254","LE12 8BN","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE","LE12",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"255","LE16 9TG","MARKET HARBOROUGH","HARBOROUGH","LEICESTERSHIRE","LE16",35171.2990727882,35368.6998847037,35567.2086193168,35766.8314949033
"256","LE12 9TP","LOUGHBOROUGH","NORTH WEST LEICESTERSHIRE","LEICESTERSHIRE","LE12",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"257","BB10 3QR","BURNLEY","BURNLEY","LANCASHIRE","BB10",37642.08911773,37853.357371958,38065.8113806509,38279.4577989198
"258","BB12 7PP","BURNLEY","RIBBLE VALLEY","LANCASHIRE","BB12",34807.267328275,35002.6249924017,35199.0791119489,35396.6358408316
"259","BB18 6TW","BARNOLDSWICK","PENDLE","LANCASHIRE","BB18",17275.4180635148,17372.3772786083,17469.880682523,17567.9313295481
"260","BB18 6TE","BARNOLDSWICK","PENDLE","LANCASHIRE","BB18",17275.4180635148,17372.3772786083,17469.880682523,17567.9313295481
"261","BB12 8BY","BURNLEY","BURNLEY","LANCASHIRE","BB12",34807.267328275,35002.6249924017,35199.0791119489,35396.6358408316
"262","LE10 3AF","HINCKLEY","BLABY","LEICESTERSHIRE","LE10",47740.4503840328,48008.3962352087,48277.8459469177,48548.807959658
"263","LE14 4AE","MELTON MOWBRAY","MELTON","LEICESTERSHIRE","LE14",17418.2150461691,17515.9757170251,17614.285074916,17713.1461993773
"264","LE12 7WX","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE","LE12",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"265","BB18 6TW","BARNOLDSWICK","PENDLE","LANCASHIRE","BB18",17275.4180635148,17372.3772786083,17469.880682523,17567.9313295481
"266","NG13 0GZ","NOTTINGHAM","MELTON","LEICESTERSHIRE","NG13",21504.0188526806,21624.7113176413,21746.0811755674,21868.1322283634
"267","CV13 6AA","NUNEATON","HINCKLEY AND BOSWORTH","LEICESTERSHIRE","CV13",10774.1329025262,10834.6033042092,10895.4130992812,10956.564192606
"268","LE16 7HP","MARKET HARBOROUGH","HARBOROUGH","LEICESTERSHIRE","LE16",35171.2990727882,35368.6998847037,35567.2086193168,35766.8314949033
"269","BB18 6TE","BARNOLDSWICK","PENDLE","LANCASHIRE","BB18",17275.4180635148,17372.3772786083,17469.880682523,17567.9313295481
"270","BB12 9LH","BURNLEY","PENDLE","LANCASHIRE","BB12",34807.267328275,35002.6249924017,35199.0791119489,35396.6358408316
"271","BB18 6TW","BARNOLDSWICK","PENDLE","LANCASHIRE","BB18",17275.4180635148,17372.3772786083,17469.880682523,17567.9313295481
"272","LE12 7FP","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE","LE12",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"273","LE14 2TQ","MELTON MOWBRAY","MELTON","LEICESTERSHIRE","LE14",17418.2150461691,17515.9757170251,17614.285074916,17713.1461993773
"274","LE10 2QS","HINCKLEY","HINCKLEY AND BOSWORTH","LEICESTERSHIRE","LE10",47740.4503840328,48008.3962352087,48277.8459469177,48548.807959658
"275","BB10 4SL","BURNLEY","BURNLEY","LANCASHIRE","BB10",37642.08911773,37853.357371958,38065.8113806509,38279.4577989198
"276","LE12 7BT","LOUGHBOROUGH","CHARNWOOD","LEICESTERSHIRE","LE12",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"277","LE14 3LS","MELTON MOWBRAY","MELTON","LEICESTERSHIRE","LE14",17418.2150461691,17515.9757170251,17614.285074916,17713.1461993773
"278","LE10 2QS","HINCKLEY","HINCKLEY AND BOSWORTH","LEICESTERSHIRE","LE10",47740.4503840328,48008.3962352087,48277.8459469177,48548.807959658
"279","LE67 8JE","COALVILLE","NORTH WEST LEICESTERSHIRE","LEICESTERSHIRE","LE67",59234.6018751542,59567.0592711534,59901.3826022083,60237.5823409802
"280","LE10 2AJ","HINCKLEY","HINCKLEY AND BOSWORTH","LEICESTERSHIRE","LE10",47740.4503840328,48008.3962352087,48277.8459469177,48548.807959658
"281","LE65 1WF","ASHBY-DE-LA-ZOUCH","NORTH WEST LEICESTERSHIRE","LEICESTERSHIRE","LE65",14103.7160685019,14182.8739351814,14262.4760796546,14342.5249954544
"282","LE19 4PB","LEICESTER","BLABY","LEICESTERSHIRE","LE19",14844.8525207291,14928.1700556968,15011.9552148207,15096.2106226665
"283","CV13 0QG","NUNEATON","HINCKLEY AND BOSWORTH","LEICESTERSHIRE","CV13",10774.1329025262,10834.6033042092,10895.4130992812,10956.564192606
"284","LE17 5DF","LUTTERWORTH","HARBOROUGH","LEICESTERSHIRE","LE17",20763.8880130073,20880.4264537345,20997.618972742,21115.4692410797
"285","LE67 1FH","COALVILLE","NORTH WEST LEICESTERSHIRE","LEICESTERSHIRE","LE67",59234.6018751542,59567.0592711534,59901.3826022083,60237.5823409802
"286","LE19 2AP","LEICESTER","BLABY","LEICESTERSHIRE","LE19",14844.8525207291,14928.1700556968,15011.9552148207,15096.2106226665
